OBJECTID,FRANODEID,COUNTRY,STATE,STFIPS,CTYFIPS,STCYFIPS,FRADISTRCT,PASSNGR,PASSNGRSTN,BNDRY,x,y
65814,345434,US,TX,48,135,48135,5,,,0,-102.313854447565,31.8685746370304
65815,345435,US,TX,48,135,48135,5,,,0,-102.313692084264,31.868548658603
65816,345436,US,TX,48,135,48135,5,,,0,-102.313588170745,31.8694481509051
65817,345437,US,TX,48,135,48135,5,,,0,-102.31356326675,31.8715337991568
65818,345438,US,TX,48,135,48135,5,,,0,-102.313506989094,31.8690812110871
65819,345439,US,TX,48,135,48135,5,,,0,-102.313477764203,31.8691656389357
65820,345440,US,TX,48,135,48135,5,,,0,-102.313412818703,31.8686947867806
65821,345441,US,TX,48,135,48135,5,,,0,-102.313273186372,31.8687922041654
65822,345442,US,TX,48,135,48135,5,,,0,-102.313227167476,31.871753900453
65823,345443,US,TX,48,135,48135,5,,,0,-102.313006911349,31.8699190053143
65824,345444,US,TX,48,135,48135,5,,,0,-102.312885121356,31.8719858982793
65825,345445,US,TX,48,69,48069,5,,,0,-102.312755887024,34.5585333418235
65826,345446,US,TX,48,135,48135,5,,,0,-102.312655057421,31.8719725632015
65827,345447,US,TX,48,135,48135,5,,,0,-102.312518238614,31.8722134822935
65828,345448,US,TX,48,117,48117,5,,,0,-102.312492460558,34.8556274346515
65829,345449,US,TX,48,135,48135,5,,,0,-102.312302254873,31.8641128957299
65830,345450,US,TX,48,69,48069,5,,,0,-102.31228399931,34.5577849007088
65831,345451,US,TX,48,135,48135,5,,,0,-102.312268394675,31.8723711225183
65832,345452,US,TX,48,135,48135,5,,,0,-102.312253545524,31.8641356260409
65833,345453,US,TX,48,135,48135,5,,,0,-102.312247574422,31.8724544038072
65834,345454,US,TX,48,135,48135,5,,,0,-102.31217916412,31.8723086615021
65835,345455,US,TX,48,135,48135,5,,,0,-102.312026236723,31.8640479510813
65836,345456,US,TX,48,135,48135,5,,,0,-102.311997011831,31.8647558539796
65837,345457,US,TX,48,135,48135,5,,,0,-102.311977528271,31.8640609401672
65838,345458,US,TX,48,135,48135,5,,,0,-102.31193206723,31.8647201340673
65839,345459,US,TX,48,135,48135,5,,,0,-102.311889851801,31.8651520214318
65840,345460,US,TX,48,135,48135,5,,,0,-102.31188660529,31.8647331222956
65841,345461,US,TX,48,135,48135,5,,,0,-102.311880109572,31.8652786643787
65842,345462,US,TX,48,135,48135,5,,,0,-102.311874593916,31.8726550619093
65843,345463,US,TX,48,135,48135,5,,,0,-102.311870369139,31.8648175510756
65845,345465,US,TX,48,135,48135,5,,,0,-102.31159500586,31.8728513666435
65846,345466,US,TX,48,135,48135,5,,,0,-102.311553366252,31.8727383437045
65847,345467,US,TX,48,135,48135,5,,,0,-102.311374906938,31.8729971088531
65848,345468,US,TX,48,135,48135,5,,,0,-102.311082355294,31.8731994837481
65850,345470,US,TX,48,69,48069,5,,,0,-102.31081999962,34.5553600003565
65851,345471,US,TX,48,135,48135,5,,,0,-102.310788021393,31.8639420233956
65853,345472,US,TX,48,135,48135,5,,,0,-102.310735841851,31.8639612831226
65854,345473,US,TX,48,135,48135,5,,,0,-102.310625376021,31.8734432580846
65855,345474,US,TX,48,135,48135,5,,,0,-102.310336205636,31.8736209518684
65856,345475,US,TX,48,135,48135,5,,,0,-102.310208970954,31.8736574098333
65857,345476,US,TX,48,69,48069,5,,,0,-102.309600992966,34.5576153179573
65858,345477,US,TX,48,359,48359,5,,,0,-102.308722531348,35.5453206615187
65863,345481,US,TX,48,445,48445,5,,,0,-102.307265463957,33.1490462724224
65866,345484,US,TX,48,69,48069,5,,,0,-102.306436885787,34.5507191666553
65867,345485,US,TX,48,135,48135,5,,,0,-102.306369036932,31.8744330087859
65868,345486,US,TX,48,135,48135,5,,,0,-102.306007359029,31.8745681638831
65869,345487,US,TX,48,69,48069,5,,,0,-102.305939999756,34.5473999999856
65870,345488,US,TX,48,135,48135,5,,,0,-102.305818905059,31.8747642311085
65871,345489,US,TX,48,69,48069,5,,,0,-102.305789903848,34.5474608200693
65873,345491,US,TX,48,69,48069,5,,,0,-102.305321194374,34.5584234363255
65875,345493,US,TX,48,135,48135,5,,,0,-102.30454922444,31.8753790842002
65876,345494,US,TX,48,445,48445,5,,,0,-102.304410520068,33.1513821362414
65877,345495,US,TX,48,69,48069,5,,,0,-102.304367615632,34.5470341322084
65878,345496,US,TX,48,135,48135,5,,,0,-102.304193263415,31.8754304871835
65879,345497,US,TX,48,135,48135,5,,,0,-102.304120922085,31.8755922832317
65880,345498,US,TX,48,135,48135,5,,,0,-102.304096175296,31.8734374442964
65881,345499,US,TX,48,135,48135,5,,,0,-102.304020033194,31.8730643441893
65882,345500,US,TX,48,135,48135,5,,,0,-102.303934371645,31.8727750018904
65883,345501,US,TX,48,135,48135,5,,,0,-102.303870330748,31.8727551161633
65884,345502,US,TX,48,135,48135,5,,,0,-102.303811573742,31.875754186557
65885,345503,US,TX,48,135,48135,5,,,0,-102.303601247592,31.8717508825069
65887,345505,US,TX,48,69,48069,5,,,0,-102.303372011904,34.5432779965013
65888,345506,US,TX,48,135,48135,5,,,0,-102.303368374626,31.8711594478426
65890,345508,US,TX,48,69,48069,5,,,0,-102.30300698059,34.5424150954839
65891,345509,US,TX,48,359,48359,5,,,0,-102.302841719324,35.5339179561081
65892,345510,US,TX,48,135,48135,5,,,0,-102.302468275287,31.8769733063472
65893,345511,US,TX,48,135,48135,5,,,0,-102.301824062854,31.8779710677138
65897,345513,US,TX,48,461,48461,5,,,3,-102.300990000469,31.1065399999263
65899,345514,US,TX,48,279,48279,5,,,0,-102.300721939595,33.9066391903464
65904,345517,US,TX,48,135,48135,5,,,0,-102.297823876572,31.8781502982495
65905,345518,US,TX,48,135,48135,5,,,0,-102.297721090439,31.8777904057638
65906,345519,US,TX,48,135,48135,5,,,0,-102.297653346687,31.8777657709867
65907,345520,US,TX,48,135,48135,5,,,0,-102.297456271585,31.8773716212867
65909,345521,US,TX,48,135,48135,5,,,0,-102.296434270863,31.8806844236844
65910,345522,US,TX,48,135,48135,5,,,0,-102.296214472875,31.8729265633817
65911,345523,US,TX,48,135,48135,5,,,0,-102.296176400477,31.8729360809281
65912,345524,US,TX,48,135,48135,5,,,0,-102.296131190964,31.8729503580089
65913,345525,US,TX,48,135,48135,5,,,0,-102.296077164486,31.8729570201372
65914,345526,US,TX,48,135,48135,5,,,0,-102.29603766736,31.8729764953978
65915,345527,US,TX,48,135,48135,5,,,0,-102.295363514078,31.8812626328172
65917,345528,US,TX,48,135,48135,5,,,0,-102.294786942989,31.8795726908324
65918,345529,US,TX,48,135,48135,5,,,0,-102.294718680011,31.8816076547503
65920,345530,US,TX,48,135,48135,5,,,0,-102.294483281881,31.8817627326915
65921,345531,US,TX,48,135,48135,5,,,0,-102.294279391261,31.8787381264338
65923,345533,US,TX,48,135,48135,5,,,0,-102.293894832369,31.8777867708874
65926,345534,US,TX,48,135,48135,5,,,0,-102.292507616178,31.8828408368537
65929,345535,US,TX,48,445,48445,5,,,0,-102.290842900514,33.1665454000597
65930,345536,US,TX,48,445,48445,5,,,0,-102.289544300431,33.1691060998649
65934,345539,US,TX,48,329,48329,5,,,3,-102.287282283257,31.8855430686353
65941,345541,US,TX,48,445,48445,5,,,0,-102.285107711686,33.1781411982613
65943,345542,US,TX,48,445,48445,5,,,0,-102.284382672437,33.1796813637218
65947,345545,US,TX,48,445,48445,5,,,0,-102.28279312061,33.1828561081498
65949,345547,US,TX,48,445,48445,5,,,0,-102.28101596372,33.1862894541853
65951,345548,US,TX,48,445,48445,5,,,0,-102.27957991511,33.1891770958205
65954,345550,US,TX,48,117,48117,5,,,0,-102.279436420922,34.8713896778216
65955,345551,US,TX,48,445,48445,5,,,0,-102.278801100013,33.190690700125
65967,345554,US,TX,48,445,48445,5,,,0,-102.275785700845,33.1967129999695
65970,345556,US,TX,48,445,48445,5,,,0,-102.273658105773,33.2012736372134
65971,345557,US,TX,48,329,48329,5,,,0,-102.273176095843,31.8928379483864
65972,345558,US,TX,48,445,48445,5,,,0,-102.272256600081,33.2038166002901
66001,345570,US,TX,48,461,48461,5,,,0,-102.259535999313,31.1245381996683
66004,345572,US,TX,48,219,48219,5,,,0,-102.258158237891,33.5920692973034
66007,345573,US,TX,48,461,48461,5,,,0,-102.256425499997,31.1254586001299
66010,345576,US,TX,48,219,48219,5,,,0,-102.255012600074,33.5924286987497
66014,345577,US,TX,48,359,48359,5,,,0,-102.253122301273,35.5120224741221
66021,345582,US,TX,48,329,48329,5,,,0,-102.249739813648,31.8998897842988
66023,345583,US,TX,48,329,48329,5,,,0,-102.249519400315,31.9050717848038
66024,345584,US,TX,48,279,48279,5,,,0,-102.249225588335,33.8679359842494
66026,345586,US,TX,48,111,48111,5,,,0,-102.247466207308,36.22992330388
66028,345588,US,TX,48,111,48111,5,,,1,-102.245046345359,36.5001698225747
66042,345593,US,TX,48,461,48461,5,,,0,-102.240662699723,31.1300636996617
66043,345594,US,TX,48,111,48111,5,,,0,-102.240649545692,36.4964196070971
66047,345595,US,TX,48,329,48329,5,,,0,-102.239666336021,31.910167203057
66052,345600,US,TX,48,443,48443,5,,,0,-102.238108159651,30.0609942532876
66054,345602,US,TX,48,279,48279,5,,,0,-102.237553218198,33.8591034181524
66057,345604,US,TX,48,111,48111,5,,,0,-102.234609724676,36.4911056746747
66068,345610,US,TX,48,461,48461,5,,,0,-102.230371898967,31.133097799979
66072,345614,US,TX,48,359,48359,5,,,0,-102.228620753695,35.5032898885375
66076,345618,US,TX,48,329,48329,5,,,0,-102.227091380009,31.9165659981542
66078,345620,US,TX,48,329,48329,5,,,0,-102.225728256634,31.9111248071883
66080,345622,US,TX,48,461,48461,5,,,0,-102.225664100753,31.1344535001327
66081,345623,US,TX,48,461,48461,5,,,0,-102.224916699741,31.1346687002265
66082,345624,US,TX,48,329,48329,5,,,0,-102.224694740408,31.9178018923939
66083,345625,US,TX,48,329,48329,5,,,0,-102.223810321163,31.9180045912472
66087,345627,US,TX,48,329,48329,5,,,0,-102.221542201733,31.9161189811758
66089,345628,US,TX,48,461,48461,5,,,0,-102.221167500055,31.1357480996347
66090,345629,US,TX,48,111,48111,5,,,0,-102.221165527354,36.2455033273724
66094,345631,US,TX,48,461,48461,5,,,0,-102.220190098889,31.1360321008185
66095,345632,US,TX,48,329,48329,5,,,0,-102.219368881515,31.9205483180456
66096,345633,US,TX,48,461,48461,5,,,0,-102.219074701225,31.136359499596
66097,345634,US,TX,48,329,48329,5,,,0,-102.215252008569,31.9227777412116
66099,345636,US,TX,48,69,48069,5,,,0,-102.213302859337,34.4653538271613
66100,345637,US,TX,48,443,48443,5,,,0,-102.210876500771,30.0535294423663
66101,345638,US,TX,48,461,48461,5,,,0,-102.21046230017,31.1388877995312
66103,345639,US,TX,48,461,48461,5,,,0,-102.208766699528,31.1393855997952
66107,345641,US,TX,48,445,48445,5,,,0,-102.205955548509,33.3365664669799
66108,345642,US,TX,48,445,48445,5,,,0,-102.204385204459,33.3397645030526
66109,345643,US,TX,48,117,48117,5,,,0,-102.204338092314,34.9058995838428
66110,345644,US,TX,48,117,48117,5,,,0,-102.204230342091,34.9071365436627
66114,345648,US,TX,48,117,48117,5,,,0,-102.197899000697,34.9101190409697
66115,345649,US,TX,48,117,48117,5,,,0,-102.197243403915,34.9104992869866
66117,345651,US,TX,48,111,48111,5,,,0,-102.196720174787,36.2599690238031
66126,345657,US,TX,48,219,48219,5,,,3,-102.189603280034,33.8246733072365
66129,345660,US,TX,48,111,48111,5,,,0,-102.183817014795,36.2675961536958
66135,345662,US,TX,48,219,48219,5,,,0,-102.179348689469,33.8173142159128
66136,345663,US,TX,48,445,48445,5,,,3,-102.178260000515,33.3887900005451
66145,345666,US,TX,48,381,48381,5,,,3,-102.167540444653,34.9245909385914
66146,345667,US,TX,48,219,48219,5,,,0,-102.16701511796,33.583365174879
66150,345669,US,TX,48,375,48375,5,,,3,-102.164349688951,35.4951536335099
66153,345671,US,TX,48,329,48329,5,,,0,-102.163376881771,31.9495616256173
66154,345672,US,TX,48,111,48111,5,,,3,-102.162880929089,36.423489159925
66155,345673,US,TX,48,421,48421,5,,,3,-102.162817602353,36.2800090262363
66156,345674,US,TX,48,219,48219,5,,,0,-102.162710329135,33.4078783695652
66157,345675,US,TX,48,219,48219,5,,,0,-102.162673295189,33.5833545794534
66161,345679,US,TX,48,219,48219,5,,,0,-102.159988191279,33.5833050642685
66162,345680,US,TX,48,421,48421,5,,,0,-102.158574406515,36.2825172034045
66164,345682,US,TX,48,219,48219,5,,,0,-102.156975828416,33.4149275222133
66166,345684,US,TX,48,219,48219,5,,,0,-102.155660338209,33.8003015084925
66170,345688,US,TX,48,329,48329,5,,,0,-102.151715106364,31.9555000499692
66172,345690,US,TX,48,329,48329,5,,,0,-102.150498539534,31.9562109012295
66174,345692,US,TX,48,329,48329,5,,,0,-102.14792828164,31.9519897167737
66175,345693,US,TX,48,329,48329,5,,,0,-102.146367863076,31.9558368531519
66176,345694,US,TX,48,329,48329,5,,,0,-102.146093392722,31.9584853430294
66177,345695,US,TX,48,421,48421,5,,,0,-102.145895599866,36.2900117171962
66185,345702,US,TX,48,375,48375,5,,,0,-102.1390170587,35.489399656831
66187,345704,US,TX,48,421,48421,5,,,0,-102.133392269227,36.3939157370911
66189,345706,US,TX,48,375,48375,5,,,0,-102.128245946728,35.4822519875341
66192,345709,US,TX,48,421,48421,5,,,0,-102.126245293488,36.3867482191018
66199,345712,US,TX,48,329,48329,5,,,0,-102.122354264191,31.9681439632116
66200,345713,US,TX,48,329,48329,5,,,0,-102.122089287233,31.9708790107149
66202,345714,US,TX,48,69,48069,5,,,0,-102.120724199242,34.3885087004646
66203,345715,US,TX,48,69,48069,5,,,0,-102.120009200463,34.3879206993813
66204,345716,US,TX,48,69,48069,5,,,0,-102.119191684148,34.3872263370511
66208,345718,US,TX,48,69,48069,5,,,0,-102.112738700084,34.3819347306957
66209,345719,US,TX,48,69,48069,5,,,0,-102.112073395209,34.3812565660223
66210,345720,US,TX,48,381,48381,5,,,0,-102.111815704486,34.9509913842617
66213,345722,US,TX,48,219,48219,5,,,0,-102.11061138888,33.7698281884566
66214,345723,US,TX,48,329,48329,5,,,0,-102.108896648733,31.9776905638462
66215,345724,US,TX,48,69,48069,5,,,0,-102.108280642502,34.3782692292147
66216,345725,US,TX,48,329,48329,5,,,0,-102.10805488599,31.9781251785834
66219,345726,US,TX,48,329,48329,5,,,0,-102.106986502554,31.9796800218178
66220,345727,US,TX,48,329,48329,5,,,0,-102.106547194041,31.9820339646735
66221,345728,US,TX,48,381,48381,5,,,0,-102.106371769236,34.9535680940706
66222,345729,US,TX,48,329,48329,5,,,0,-102.105441379604,31.9731245623232
66223,345730,US,TX,48,329,48329,5,,,0,-102.104575075785,31.9815613226464
66226,345731,US,TX,48,219,48219,5,,,0,-102.098241500281,33.7633207002493
66228,345733,US,TX,48,219,48219,5,,,0,-102.094474031557,33.4589309435882
66229,345734,US,TX,48,421,48421,5,,,0,-102.093867454941,36.3207099491575
66232,345735,US,TX,48,69,48069,5,,,0,-102.091697000349,34.3662362002208
66233,345736,US,TX,48,219,48219,5,,,0,-102.091603593526,33.4606851000874
66234,345737,US,TX,48,381,48381,5,,,0,-102.091188770392,34.9606163058269
66239,345740,US,TX,48,329,48329,5,,,0,-102.085237057935,31.9898946217407
66243,345744,US,TX,48,303,48303,5,,,3,-102.084169772241,33.7557304266293
66249,345747,US,TX,48,303,48303,5,,,3,-102.080160000935,33.5823900003679
66251,345748,US,TX,48,421,48421,5,,,0,-102.078422671752,36.3298222113811
66254,345751,US,TX,48,303,48303,5,,,3,-102.077610000051,33.469249999995
66255,345752,US,TX,48,421,48421,5,,,0,-102.077026630512,36.3333165845126
66258,345754,US,TX,48,421,48421,5,,,0,-102.075474226716,36.3316003550469
66259,345755,US,TX,48,421,48421,5,,,0,-102.075372841057,36.3316176822175
66263,345757,US,TX,48,421,48421,5,,,0,-102.073539038202,36.3327012013102
66264,345758,US,TX,48,421,48421,5,,,0,-102.07321715387,36.3327628662749
66267,345761,US,TX,48,375,48375,5,,,0,-102.072229909864,35.4174870714912
66273,345763,US,TX,48,329,48329,5,,,0,-102.070221422416,31.9976391051636
66278,345765,US,TX,48,421,48421,5,,,0,-102.066301717997,36.33685862382
66280,345767,US,TX,48,375,48375,5,,,0,-102.063492320489,35.3974998837769
66281,345768,US,TX,48,421,48421,5,,,0,-102.059686385005,36.3408639225169
66334,345790,US,TX,48,303,48303,5,,,0,-102.03948100063,33.5769286998597
66339,345794,US,TX,48,381,48381,5,,,0,-102.038372509213,34.97315604046
66350,345800,US,TX,48,421,48421,5,,,0,-102.033684226898,36.1960289317967
66357,345802,US,TX,48,421,48421,5,,,0,-102.031394717683,36.1837436508822
66368,345807,US,TX,48,341,48341,5,,,0,-102.024607838812,35.7231496718583
66369,345808,US,TX,48,341,48341,5,,,0,-102.023996575686,35.7139097683284
66374,345811,US,TX,48,303,48303,5,,,0,-102.021209117732,33.5720425013704
66378,345814,US,TX,48,69,48069,5,,,0,-102.019807799788,34.3351147999411
66381,345816,US,TX,48,329,48329,5,,,0,-102.019084129571,32.0239880194021
66383,345817,US,TX,48,303,48303,5,,,0,-102.017367705981,33.5753726602895
66387,345820,US,TX,48,303,48303,5,,,0,-102.016091786563,33.5070051389709
66388,345821,US,TX,48,303,48303,5,,,0,-102.015459360026,33.5704886393739
66390,345822,US,TX,48,69,48069,5,,,0,-102.015321099422,34.3331825993447
66393,345824,US,TX,48,341,48341,5,,,0,-102.011104036475,36.050426041567
66398,345828,US,TX,48,303,48303,5,,,0,-102.009199414036,33.5112381322204
66400,345829,US,TX,48,443,48443,5,,,0,-102.008454492375,30.0323803478026
66403,345832,US,TX,48,421,48421,5,,,3,-102.007535683824,36.0554107997444
66406,345834,US,TX,48,341,48341,5,,,0,-102.006234499288,36.0483948387811
66410,345836,US,TX,48,341,48341,5,,,0,-102.00440909658,36.0385523120351
66412,345837,US,TX,48,303,48303,5,,,0,-102.003903238175,33.6948272152295
66413,345838,US,TX,48,341,48341,5,,,0,-102.003511727221,36.033713708579
66414,345839,US,TX,48,341,48341,5,,,0,-102.002674299747,36.0309145002616
66416,345840,US,TX,48,341,48341,5,,,0,-102.002313440209,36.0272525737603
66417,345841,US,TX,48,341,48341,5,,,0,-102.002201963774,36.0266514913381
66420,345843,US,TX,48,341,48341,5,,,0,-102.000813990304,36.0197859463823
66421,345844,US,TX,48,375,48375,5,,,0,-102.000521484474,35.292512220941
66435,345845,US,TX,48,341,48341,5,,,0,-101.999850711553,36.0145364075728
66439,345847,US,TX,48,69,48069,5,,,3,-101.99807000003,34.3257200009759
66440,345848,US,TX,48,341,48341,5,,,0,-101.997997899449,36.0413251002663
66441,345849,US,TX,48,341,48341,5,,,0,-101.997829998932,36.0235800004049
66443,345850,US,TX,48,341,48341,5,,,0,-101.996859772611,35.997846515182
66444,345851,US,TX,48,341,48341,5,,,0,-101.99671049956,36.0003858002968
66445,345852,US,TX,48,341,48341,5,,,0,-101.996540656886,36.0228050787596
66446,345853,US,TX,48,341,48341,5,,,0,-101.995189898821,36.0440080994598
66448,345855,US,TX,48,341,48341,5,,,0,-101.99295518594,36.0236608942194
66449,345856,US,TX,48,341,48341,5,,,0,-101.992811899262,36.0404890998391
66451,345858,US,TX,48,341,48341,5,,,0,-101.991057486817,35.9665607151476
66452,345859,US,TX,48,341,48341,5,,,0,-101.990561683256,36.0288324152017
66453,345860,US,TX,48,341,48341,5,,,0,-101.990556698504,36.026910322708
66454,345861,US,TX,48,341,48341,5,,,0,-101.990556699403,36.0320370281269
66455,345862,US,TX,48,341,48341,5,,,0,-101.990554282036,36.0261824245607
66456,345863,US,TX,48,341,48341,5,,,0,-101.990323961184,36.0344872451284
66457,345864,US,TX,48,341,48341,5,,,0,-101.990311030834,36.0302656315004
66458,345865,US,TX,48,303,48303,5,,,0,-101.990250903897,33.6831773829053
66459,345866,US,TX,48,341,48341,5,,,0,-101.989965899898,36.0401291004906
66460,345867,US,TX,48,341,48341,5,,,0,-101.98967789912,36.0381170995832
66461,345868,US,TX,48,341,48341,5,,,0,-101.98965189918,36.0387111000544
66462,345869,US,TX,48,443,48443,5,,,0,-101.9893880541,30.0112088784505
66463,345870,US,TX,48,341,48341,5,,,0,-101.988429729558,36.0283520063565
66464,345871,US,TX,48,341,48341,5,,,0,-101.988177596713,36.0236599998558
66466,345872,US,TX,48,341,48341,5,,,0,-101.98650916382,35.9420362487792
66467,345873,US,TX,48,341,48341,5,,,0,-101.98615935895,35.9401501180562
66468,345874,US,TX,48,341,48341,5,,,0,-101.982474096854,35.6312968641454
66470,345875,US,TX,48,341,48341,5,,,0,-101.980918896603,35.8547863949788
66471,345876,US,TX,48,341,48341,5,,,0,-101.980837261303,35.8638499192888
66472,345877,US,TX,48,341,48341,5,,,0,-101.980823299687,35.8654000305871
66473,345878,US,TX,48,341,48341,5,,,0,-101.980821392564,35.8656117292857
66474,345879,US,TX,48,341,48341,5,,,0,-101.980753294876,35.8731722937967
66480,345883,US,TX,48,341,48341,5,,,0,-101.97734572539,35.6267086190595
66482,345884,US,TX,48,341,48341,5,,,0,-101.976211899686,36.0283741003965
66483,345885,US,TX,48,341,48341,5,,,0,-101.974802900248,36.028468100253
66485,345887,US,TX,48,341,48341,5,,,0,-101.973437899394,36.0337101003439
66486,345888,US,TX,48,341,48341,5,,,0,-101.97340690033,36.0325430996775
66488,345890,US,TX,48,341,48341,5,,,0,-101.97201490061,36.0284041001001
66490,345892,US,TX,48,303,48303,5,,,0,-101.970733240956,33.5584735795029
66492,345894,US,TX,48,437,48437,5,,,3,-101.969129999703,34.3131300002333
66494,345896,US,TX,48,341,48341,5,,,0,-101.968944491308,36.0236659944895
66498,345898,US,TX,48,375,48375,5,,,3,-101.965804428436,35.6200302545358
66502,345901,US,TX,48,303,48303,5,,,0,-101.961424703048,33.5559485875265
66506,345903,US,TX,48,303,48303,5,,,0,-101.959696700174,33.5415168367204
66508,345905,US,TX,48,303,48303,5,,,0,-101.95832572732,33.5494331342053
66510,345907,US,TX,48,341,48341,5,,,0,-101.955204600036,36.0235800004049
66512,345909,US,TX,48,341,48341,5,,,0,-101.953491520874,36.0235065258896
66514,345911,US,TX,48,341,48341,5,,,0,-101.952050300663,35.9379633007675
66516,345913,US,TX,48,341,48341,5,,,0,-101.950927299658,35.9379543997807
66518,345914,US,TX,48,341,48341,5,,,0,-101.950356645772,35.9380002480711
66519,345915,US,TX,48,381,48381,5,,,0,-101.950302012033,34.9826104587245
66521,345916,US,TX,48,381,48381,5,,,0,-101.948945439173,34.9826058284657
66522,345917,US,TX,48,303,48303,5,,,0,-101.948179999093,33.5524000003138
66524,345919,US,TX,48,303,48303,5,,,0,-101.947389999971,33.5490399999402
66525,345920,US,TX,48,381,48381,5,,,0,-101.947180732934,34.9793374215897
66526,345921,US,TX,48,341,48341,5,,,0,-101.947175500247,35.9379247002394
66527,345922,US,TX,48,115,48115,5,,,0,-101.946968600271,32.7523331002138
66528,345923,US,TX,48,381,48381,5,,,0,-101.946010207457,34.9833023339219
66529,345924,US,TX,48,341,48341,5,,,0,-101.944234500449,36.0235800004049
66530,345925,US,TX,48,341,48341,5,,,0,-101.943923394103,36.0236789253436
66532,345926,US,TX,48,381,48381,5,,,0,-101.94313699992,34.9825860002679
66534,345928,US,TX,48,341,48341,5,,,0,-101.942492899776,35.9378965004295
66535,345929,US,TX,48,461,48461,5,,,0,-101.941977121276,31.2205624968676
66536,345930,US,TX,48,303,48303,5,,,0,-101.941449999749,33.5526699994042
66537,345931,US,TX,48,115,48115,5,,,0,-101.94144930086,32.7624778997469
66538,345932,US,TX,48,381,48381,5,,,0,-101.941209109319,34.9825800282552
66539,345933,US,TX,48,421,48421,5,,,0,-101.940937223418,36.4107223891859
66540,345934,US,TX,48,115,48115,5,,,0,-101.939316599764,32.7663398993815
66541,345935,US,TX,48,341,48341,5,,,0,-101.937480899667,35.9378727009226
66544,345937,US,TX,48,381,48381,5,,,0,-101.936613399292,34.9821917000285
66545,345938,US,TX,48,303,48303,5,,,0,-101.935941961618,33.6421313378877
66546,345939,US,TX,48,461,48461,5,,,0,-101.935503103161,31.2241061650723
66549,345941,US,TX,48,303,48303,5,,,0,-101.933319996696,33.6402393917597
66550,345942,US,TX,48,341,48341,5,,,0,-101.933113995933,36.0236199997772
66551,345943,US,TX,48,341,48341,5,,,0,-101.932303721835,36.023515145508
66552,345944,US,TX,48,341,48341,5,,,0,-101.932269242698,36.0237220240584
66554,345945,US,TX,48,303,48303,5,,,0,-101.932093190869,33.6392195752546
66593,345947,US,TX,48,381,48381,5,,,0,-101.92736551653,34.9280779596545
66598,345948,US,TX,48,375,48375,5,,,0,-101.924981221578,35.5373232689722
66605,345951,US,TX,48,381,48381,5,,,0,-101.922900013711,34.9848691187068
66608,345953,US,TX,48,303,48303,5,,,0,-101.921215020376,33.6331428957668
66609,345954,US,TX,48,381,48381,5,,,0,-101.921080668342,34.9155920008405
66614,345957,US,TX,48,341,48341,5,,,0,-101.91971001978,36.0236391185328
66616,345959,US,TX,48,341,48341,5,,,0,-101.918994543995,36.0237220233318
66617,345960,US,TX,48,341,48341,5,,,0,-101.91898592466,36.0235582464919
66618,345961,US,TX,48,375,48375,5,,,0,-101.91895334007,35.5470753243596
66621,345963,US,TX,48,115,48115,5,,,0,-101.916772399443,32.8074304991027
66626,345966,US,TX,48,421,48421,5,,,0,-101.914536801722,36.4262090304605
66627,345967,US,TX,48,115,48115,5,,,0,-101.91446830069,32.8116430002592
66631,345968,US,TX,48,303,48303,5,,,0,-101.911556845583,33.6278897719207
66636,345972,US,TX,48,189,48189,5,,,0,-101.90867865509,34.2868039175748
66645,345977,US,TX,48,341,48341,5,,,0,-101.903494424585,35.9529120636582
66652,345980,US,TX,48,341,48341,5,,,0,-101.90105648943,36.0236891978079
66654,345982,US,TX,48,341,48341,5,,,0,-101.900445430221,36.0079195868042
66655,345983,US,TX,48,341,48341,5,,,0,-101.900402331749,36.0057753783444
66658,345986,US,TX,48,341,48341,5,,,0,-101.900154508122,36.0074993651888
66659,345987,US,TX,48,189,48189,5,,,0,-101.900105869739,34.2830742553099
66660,345988,US,TX,48,341,48341,5,,,0,-101.900089857269,36.0073700656119
66662,345989,US,TX,48,341,48341,5,,,0,-101.898764543086,36.006874420235
66665,345992,US,TX,48,341,48341,5,,,0,-101.898441296009,36.0095896991482
66668,345994,US,TX,48,341,48341,5,,,0,-101.896922031963,36.0084691085263
66670,345996,US,TX,48,317,48317,5,,,3,-101.896596834643,32.0869538372952
66673,345998,US,TX,48,189,48189,5,,,0,-101.895839262906,34.2812246664502
66676,346000,US,TX,48,381,48381,5,,,0,-101.895510007897,35.0359515100826
66677,346001,US,TX,48,341,48341,5,,,0,-101.895400300245,35.9818779999116
66678,346002,US,TX,48,341,48341,5,,,0,-101.895367300633,35.9821200004256
66680,346004,US,TX,48,341,48341,5,,,0,-101.894908499576,35.952381500404
66687,346007,US,TX,48,341,48341,5,,,0,-101.892073318623,36.0087600305822
66690,346010,US,TX,48,381,48381,5,,,0,-101.891242279967,34.8368743122722
66695,346014,US,TX,48,317,48317,5,,,0,-101.890353483232,32.090160383268
66696,346015,US,TX,48,341,48341,5,,,0,-101.890015309748,36.0085768568075
66703,346016,US,TX,48,381,48381,5,,,0,-101.88903890212,34.831869226668
66706,346018,US,TX,48,341,48341,5,,,0,-101.888797566125,36.0085028065853
66713,346021,US,TX,48,341,48341,5,,,0,-101.887752577515,35.9817841254973
66727,346023,US,TX,48,375,48375,5,,,0,-101.885767773251,35.4495839420747
66728,346024,US,TX,48,375,48375,5,,,0,-101.885725707841,35.4406850666336
